station,intensity,year,month,day,hour,minute,intensity_equip,acceleration_max_comb,code_prime
3560112,A,2000,7,24,17,44,48,2318,3560112
3560112,A,2000,7,23,12,15,45,2348,3560112
3560112,A,2000,7,20,12,29,45,1446,3560112
3560112,A,2000,7,20,12,10,46,2235,3560112
3560112,A,2000,7,20,11,18,49,2740,3560112
3560112,A,2001,2,13,1,19,48,2417,3560112
3570000,A,2000,7,30,09,18,45,01910,3570000
3570000,A,2000,7,30,21,25,49,02192,3570000
3570000,A,2000,7,30,21,49,45,02176,3570000
3570000,A,2013,4,17,17,57,46,02359,3570000
3570000,5,1953,11,26,02,49,//,/////,3570000
3570000,5,1962,8,26,15,48,//,/////,3570000
3570000,5,1962,8,30,22,46,//,/////,3570000
3570000,5,1962,8,00,00,00,//,/////,3570000
3570000,5,1983,10,03,22,33,//,/////,3570000
3570011,C,2000,7,30,21,25,56,4426,3570011
3570011,B,2000,7,30,9,18,52,3688,3570011
3570011,B,2000,7,30,21,48,50,3068,3570011
3570012,B,2013,4,17,17,57,54,4244,3570012
3580000,6,1972,12,04,19,16,//,/////,3580000
3580000,5,1972,2,29,18,23,//,/////,3580000
3580001,A,2009,8,13,07,49,47,02911,3580071
3590003,B,2015,5,30,20,25,50,1878,3590002
3600140,B,2011,3,11,14,47,51,02610,3600140
3600140,A,2005,7,23,16,35,45,02213,3600140
3600141,A,2005,7,23,16,35,47,06207,3600141
3600141,A,2011,3,11,14,47,45,01212,3600141
3600240,A,2011,3,11,14,47,49,01212,3600240
3600241,B,2011,3,11,14,47,51,02294,3600241
3600300,B,2011,3,11,14,49,51,02270,3600300
3600300,A,2005,7,23,16,35,45,01108,3600300
3600300,5,1922,4,26,10,11,//,/////,3600300
3600300,5,1928,5,21,01,29,//,/////,3600300
3600300,5,1929,7,27,07,48,//,/////,3600300
3600300,5,1930,11,26,04,03,//,/////,3600300
3600300,5,1931,6,17,21,09,//,/////,3600300
3600300,5,1978,1,14,12,24,//,/////,3600300
3600320,A,2005,7,23,16,35,45,1198,3600320
3600340,B,2011,3,11,14,47,51,02582,3600340
3600340,A,2005,7,23,16,35,47,01401,3600340
3600341,B,2011,3,11,14,47,52,01660,3600341
3600342,A,2011,3,11,14,48,48,1033,3600342
3600440,A,2011,3,11,14,47,48,01339,3600440
3600541,A,2011,3,11,14,47,49,02062,3600541
3600840,A,2011,3,11,14,47,47,1064,3600840
3600841,B,2011,3,11,14,47,50,01862,3600841
3600841,A,2005,7,23,16,35,46,01987,3600841
3600940,A,2011,3,11,14,47,45,1280,3600940
3600941,A,2011,3,11,14,47,46,1331,3600941
3601141,A,2011,3,11,14,47,45,1150,3601141
3601240,A,2005,7,23,16,35,45,1654,3601240
3601240,A,2011,3,11,14,47,48,1890,3601240
3601241,A,2011,3,11,14,47,47,01599,3601241
3601340,A,2011,3,11,14,47,45,1195,3601340
3601341,A,2011,3,11,14,47,48,1988,3601341
3601540,A,2011,3,11,14,47,45,1064,3601540
3601541,A,2011,3,11,14,47,45,1156,3601541
3601640,A,2011,3,11,14,47,48,1662,3601640
3601641,A,2011,3,11,14,47,47,1405,3601641
3601740,A,2011,3,11,14,47,47,1271,3601740
3601820,B,2011,3,11,14,48,51,1843,3601820
3601820,A,2005,7,23,16,35,48,1523,3601820
3601840,B,2011,3,11,14,49,50,1374,3601840
3601840,A,2005,7,23,16,35,49,1377,3601840
3601841,B,2011,3,11,14,48,50,1284,3601841
3601940,A,2005,7,23,16,35,45,1462,3601940
3601940,A,2011,3,11,14,49,49,1471,3601940
3602040,A,2011,3,11,14,49,46,1061,3602040
3602340,A,2011,3,11,14,48,48,2525,3602340
3602341,A,2011,3,11,14,48,48,1679,3602341
3602570,6,1923,9,1,11,58,//,/////,3602570
3602570,5,1929,7,27,7,48,//,/////,3602570
3602570,5,1930,11,26,4,3,//,/////,3602570
3602620,A,2011,3,11,14,49,48,1068,3602630
3602900,A,2011,3,11,14,49,48,01325,3602900
3603231,A,2011,3,11,14,49,45,01027,3603230
3603330,A,2011,3,11,14,49,46,00963,3603330
3603430,A,2011,3,11,14,48,45,01446,3603430
3603530,A,2011,3,11,14,48,47,01883,3603530
3603730,B,2011,3,11,14,48,52,02225,3603730
3603930,B,2011,3,11,14,48,52,01307,3603930
3603930,B,2015,5,30,20,26,51,01158,3603930
3603930,A,2011,3,11,15,17,46,00700,3603930
3610020,B,2011,3,11,14,49,52,1665,3610010
3610020,A,2007,10,1,2,21,45,1661,3610010
3610020,A,2011,3,15,22,31,47,1993,3610010
3610320,A,2011,3,11,14,49,46,01626,3610320
3610348,A,2011,3,11,14,49,47,925,3610348
3610432,A,2011,3,11,14,48,45,874,3610430
3610531,A,2011,3,11,14,48,45,00743,3610531
3610631,A,2011,3,11,14,49,47,1013,3610630
3610730,A,2011,3,11,14,49,48,01043,3610730
3610830,A,2011,3,11,14,49,45,00909,3610830
3610920,A,2011,3,15,22,31,45,1907,3610920
3611130,B,2007,10,1,2,21,50,10470,3611130
3612000,A,2011,3,11,14,48,46,01162,3612000
3612232,A,2011,3,11,14,48,46,01862,3612232
3700033,A,2014,11,22,22,8,46,1701,3700031
3700200,B,2004,10,23,18,34,50,02826,3700200
3700200,B,2007,7,16,10,13,53,03642,3700200
3700200,A,2004,10,23,17,56,45,01399,3700200
3700200,A,2004,10,27,10,41,45,01127,3700200
3700201,A,2007,7,16,10,13,49,01947,3700201
3700221,B,2007,7,16,10,13,52,2255,3700221
3700230,A,2004,10,23,17,56,45,1552,3700230
3700230,A,2004,10,23,18,34,46,1512,3700230
3700230,A,2007,7,16,10,13,48,1848,3700230
3700232,B,2004,10,23,18,34,53,08096,3700232
3700232,B,2007,7,16,10,13,52,05573,3700232
3700232,A,2004,10,23,17,56,45,02160,3700232
3700244,B,2007,7,16,10,13,54,6504,3700233
3700233,A,2004,10,23,18,34,45,2573,3700233
3700244,A,2007,7,16,15,37,45,3334,3700233
3700244,A,2011,3,12,3,59,45,1972,3700233
3700234,B,2004,10,23,18,34,50,2470,3700234
3700234,B,2007,7,16,10,13,53,3777,3700234
3700234,A,2004,10,23,17,56,45,1487,3700234
3700234,A,2010,10,3,9,26,45,1641,3700234
3700234,A,2011,3,12,3,59,48,2134,3700234
3700235,C,2007,7,16,10,14,58,4552,3700235
3700235,A,2004,10,23,17,56,45,1368,3700235
3700235,A,2004,10,23,18,34,45,1804,3700235
3700235,A,2007,7,16,15,38,45,2381,3700235
3700236,B,2007,7,16,10,13,50,3448,3700236
3700237,B,2007,7,16,10,13,53,02935,3700237
3700237,A,2004,10,23,17,56,45,01208,3700237
3700237,A,2004,10,23,18,34,45,01013,3700237
3700237,A,2011,3,12,3,59,46,00937,3700237
3700240,A,2004,10,23,18,34,45,1425,3700240
3700240,A,2007,7,16,10,13,45,1001,3700240
3700241,A,2004,10,23,18,34,49,03317,3700241
3700241,A,2007,7,16,10,13,47,02559,3700241
3700241,A,2010,10,3,9,26,46,05836,3700241
3700241,A,2011,3,12,3,59,46,01802,3700241
3700242,C,2007,7,16,10,13,55,03069,3700242
3700242,B,2004,10,23,18,34,50,01788,3700242
3700242,B,2011,3,12,3,59,50,01593,3700242
3700242,A,2004,10,23,17,56,46,00989,3700242
3700243,A,2007,7,16,10,13,48,1909,3700243
3700231,C,2004,10,23,18,34,55,6329,3700260
3700231,B,2004,10,23,17,56,53,3210,3700260
3700231,B,2007,7,16,10,13,51,2211,3700260
3700231,A,2004,10,27,10,41,45,1645,3700260
3700231,A,2011,3,12,3,59,49,2640,3700260
3700238,C,2007,7,16,10,13,58,4718,3700261
3700238,A,2004,10,23,17,56,47,1452,3700261
3700238,A,2004,10,23,18,34,46,1548,3700261
3702231,A,2014,11,22,22,8,45,1417,3702270
3710000,C,2004,10,23,17,56,55,04387,3710000
3710000,B,2004,10,23,18,33,51,03567,3710000
3710000,B,2004,10,27,10,40,51,04668,3710000
3710000,A,2004,10,23,18,03,48,02681,3710000
3710000,A,2004,10,23,18,11,47,02142,3710000
3710000,A,2004,10,25,06,05,49,02866,3710000
3710000,A,2007,7,16,10,13,47,02147,3710000
3710020,A,2007,7,16,10,13,46,3641,3710020
3710021,B,2007,7,16,10,13,50,2566,3710021
3710030,C,2007,7,16,10,13,55,03591,3710030
3710030,B,2004,10,23,17,56,54,02459,3710030
3710030,B,2004,10,23,18,3,51,02285,3710030
3710030,A,2004,10,23,18,11,46,01243,3710030
3710030,A,2004,10,23,18,34,47,01625,3710030
3710030,A,2004,10,27,10,40,49,02495,3710030
3710030,A,2004,11,8,11,16,47,01570,3710030
3710030,A,2007,7,16,15,37,46,01098,3710030
3710031,C,2004,10,23,17,56,56,3216,3710031
3710031,C,2004,10,23,18,11,57,4710,3710031
3710031,B,2004,10,23,18,3,50,1623,3710031
3710031,B,2004,10,23,18,7,52,1870,3710031
3710031,B,2004,10,23,18,34,52,1849,3710031
3710031,B,2004,10,27,10,40,50,1378,3710031
3710031,B,2004,11,4,8,57,50,1991,3710031
3710031,B,2007,7,16,10,13,53,2456,3710031
3710031,A,2004,10,23,17,59,47,1107,3710031
3710031,A,2004,10,23,19,46,45,917,3710031
3710032,C,2004,10,23,17,56,55,3679,3710032
3710032,C,2007,7,16,10,13,56,3920,3710032
3710032,B,2004,10,23,18,34,53,3098,3710032
3710032,B,2004,10,27,10,40,51,2550,3710032
3710032,B,2004,11,4,8,57,54,2728,3710032
3710032,A,2004,10,25,6,5,45,1352,3710032
3710032,A,2019,6,18,22,22,47,1651,3710032
3710033,D,2004,10,23,17,56,63,11319,3710033
3710040,C,2007,7,16,10,13,57,4286,3710033
3710040,A,2011,3,12,3,59,48,1524,3710033
3710034,D,2004,10,23,17,56,60,6984,3710034
3710034,D,2004,10,23,18,34,61,7823,3710034
3710034,D,2007,7,16,10,13,61,6926,3710034
3710034,C,2004,10,23,18,11,57,6714,3710034
3710034,B,2004,10,23,18,3,51,3118,3710034
3710034,B,2004,10,23,19,46,50,2267,3710034
3710034,B,2004,10,27,10,40,50,2813,3710034
3710034,B,2005,8,21,11,29,51,3063,3710034
3710034,A,2004,10,23,17,59,49,2941,3710034
3710034,A,2004,10,23,18,7,47,2013,3710034
3710034,A,2004,10,23,18,57,45,1419,3710034
3710034,A,2004,10,23,19,36,45,1346,3710034
3710034,A,2004,11,4,8,57,45,1963,3710034
3710034,A,2005,6,20,13,3,47,1785,3710034
3710034,A,2011,3,12,3,59,47,2008,3710034
3710035,C,2004,10,23,17,56,55,10639,3710035
3710035,B,2004,10,27,10,40,51,3334,3710035
3710035,A,2004,10,23,18,11,47,7568,3710035
3710035,A,2004,10,23,18,34,47,2207,3710035
3710035,A,2004,11,8,11,16,48,2770,3710035
3710036,B,2004,10,23,17,56,53,4048,3710036
3710036,B,2004,10,23,18,34,50,2753,3710036
3710036,B,2007,7,16,10,13,54,4106,3710036
3710036,A,2004,10,23,18,3,48,2306,3710036
3710036,A,2004,10,23,18,7,45,1669,3710036
3710036,A,2004,10,23,18,11,48,3978,3710036
3710036,A,2004,10,27,10,40,46,1617,3710036
3710036,A,2004,11,4,8,57,46,2807,3710036
3710036,A,2007,7,16,15,37,45,1793,3710036
3710037,C,2007,7,16,15,37,56,04347,3710037
3710037,B,2004,10,23,17,56,52,02710,3710037
3710037,B,2004,10,23,18,34,51,02232,3710037
3710037,B,2007,7,16,10,13,54,03114,3710037
3710037,A,2004,10,23,18,3,46,01450,3710037
3710037,A,2004,10,23,18,11,48,02214,3710037
3710037,A,2004,10,27,10,40,47,01744,3710037
3710037,A,2019,6,18,22,22,45,00906,3710037
3710038,A,2007,7,16,10,13,48,04106,3710038
3710044,D,2004,10,23,18,34,62,25154,3710044
3710044,A,2004,10,23,18,37,45,3917,3710044
3710044,A,2004,10,23,18,41,45,5131,3710044
3710044,A,2004,10,23,18,56,49,3543,3710044
3710044,A,2004,11,8,11,16,46,2733,3710044
3710044,A,2007,7,16,10,13,46,2153,3710044
3710044,7,2004,10,23,17,56,65,17220,3710044
3710070,5,1964,6,16,13,04,//,/////,3710070
3710131,A,2004,10,23,17,56,49,1917,3710130
3710131,A,2007,7,16,10,13,48,1438,3710130
3710133,B,2007,7,16,10,13,53,3190,3710133
3710133,A,2004,10,23,17,56,49,1540,3710133
3710133,A,2004,10,23,18,3,47,1343,3710133
3710133,A,2004,10,23,18,34,45,1257,3710133
3710133,A,2004,10,27,10,40,46,1472,3710133
3710232,C,2007,7,16,10,13,56,07586,3710232
3710232,B,2004,10,23,18,34,52,03195,3710232
3710232,A,2001,1,2,19,53,45,05651,3710232
3710232,A,2004,10,23,17,56,47,02224,3710232
3710232,A,2005,6,20,13,3,49,07643,3710232
3710236,A,2011,3,12,3,59,46,1557,3710232
3710233,D,2007,7,16,10,13,62,10189,3710233
3710233,B,2004,10,23,18,34,51,2621,3710233
3710233,B,2007,7,16,15,37,51,3579,3710233
3710233,A,2004,10,23,17,56,49,2304,3710233
3710233,A,2004,10,23,18,12,48,2327,3710233
3710233,A,2004,11,4,8,57,45,2075,3710233
3710234,A,2019,6,18,22,22,46,1328,3710233
3710300,D,2004,10,23,17,56,63,10083,3710300
3710300,D,2004,10,23,18,12,60,08418,3710300
3710300,C,2004,10,23,18,34,57,07704,3710300
3710300,C,2004,10,23,19,46,57,06024,3710300
3710300,B,2004,10,24,14,21,50,04574,3710300
3710300,B,2007,7,16,10,13,51,03982,3710300
3710300,B,2004,10,27,10,40,51,03924,3710300
3710300,B,2004,10,25,06,05,50,03319,3710300
3710300,B,2004,10,23,18,57,50,04491,3710300
3710300,B,2004,10,23,18,07,53,06895,3710300
3710300,B,2004,10,23,18,03,51,02586,3710300
3710300,B,2004,10,23,17,59,54,12293,3710300
3710300,A,2004,10,23,18,37,45,01953,3710300
3710300,A,2004,10,23,19,37,46,03523,3710300
3710300,A,2004,10,23,19,48,45,02592,3710300
3710300,A,2004,10,25,00,28,48,03290,3710300
3710300,A,2004,11,04,08,57,48,03476,3710300
3710300,A,2005,8,21,11,29,45,02960,3710300
3710320,C,2007,7,16,10,13,55,5265,3710320
3710320,A,2007,7,16,15,37,45,1702,3710320
3710430,A,2004,10,23,17,56,46,1711,3710430
3710430,A,2007,7,16,10,13,46,910,3710430
3710520,B,2007,7,16,10,13,50,3019,3710520
3710520,A,2011,3,12,3,59,49,3076,3710520
3710531,D,2004,10,23,18,34,61,10218,3710530
3710531,C,2004,10,23,17,56,59,13379,3710530
3710531,B,2007,7,16,10,13,50,2700,3710530
3710530,A,2001,1,4,13,18,45,1949,3710530
3710531,A,2011,3,12,3,59,48,1935,3710530
3710532,C,2004,10,23,17,56,57,08240,3710532
3710532,C,2004,10,23,18,34,59,09097,3710532
3710540,B,2011,3,12,3,59,50,3107,3710532
3710532,A,2004,10,23,18,11,46,03963,3710532
3710532,A,2007,7,16,10,13,47,01582,3710532
3710533,C,2004,10,23,17,56,59,7740,3710533
3710533,C,2004,10,23,18,34,55,6183,3710533
3710537,C,2011,3,12,3,59,59,6500,3710533
3710537,B,2011,6,2,11,33,50,3017,3710533
3710533,A,2001,1,4,13,18,46,2169,3710533
3710534,C,2004,10,23,18,33,56,5018,3710534
3710539,C,2011,3,12,3,59,59,4675,3710534
3710534,B,2004,10,23,17,55,50,3123,3710534
3710534,B,2007,7,16,10,13,50,2226,3710534
3710538,C,2011,3,12,3,59,56,3193,3710535
3710535,B,2004,10,23,17,56,50,2181,3710535
3710535,A,2004,10,23,18,34,49,5102,3710535
3710535,A,2007,7,16,10,13,48,1204,3710535
3710630,B,2004,10,23,17,56,53,02324,3710630
3710630,A,2004,10,23,18,34,48,01531,3710630
3710630,A,2004,10,27,10,40,49,02321,3710630
3710630,A,2004,11,10,3,43,45,00914,3710630
3710630,A,2007,7,16,10,13,49,01400,3710630
3711600,C,2007,7,16,10,13,59,07010,3711600
3711600,C,2007,7,16,15,37,55,04747,3711600
3711600,B,2004,10,23,17,56,52,03191,3711600
3711600,B,2004,10,23,18,34,53,03111,3711600
3711600,A,2004,10,23,18,12,49,03751,3711600
3711600,A,2004,10,27,10,40,46,01734,3711600
3711600,A,2011,3,12,03,59,46,02072,3711600
3711630,C,2007,7,16,10,13,55,03852,3711630
3711630,B,2007,7,16,15,37,52,04078,3711630
3711630,A,2004,10,23,17,56,47,02000,3711630
3711630,A,2004,10,23,18,34,45,01426,3711630
3712630,A,2001,1,4,13,18,46,6867,3712630
3712630,A,2011,3,12,3,59,46,2282,3712630
3713131,C,2011,3,12,3,59,57,12092,3713130
3713131,B,2004,10,23,17,56,51,4923,3713130
3713130,A,2001,1,4,13,18,48,2347,3713130
3713131,A,2004,10,23,18,34,47,4472,3713130
3713131,A,2011,4,17,0,56,47,5318,3713130
3713531,D,2007,7,16,10,13,60,4964,3713530
3713530,C,2004,10,23,17,56,56,04543,3713530
3713530,A,2004,10,25,6,5,49,01198,3713530
3713530,A,2004,10,27,10,40,45,01420,3713530
3713530,A,2004,11,4,8,57,46,02150,3713530
3713531,A,2007,3,25,9,42,45,875,3713530
3713531,A,2007,7,16,15,37,49,2240,3713530
3713532,A,2011,3,11,14,49,45,685,3713530
3713532,A,2011,3,12,3,59,45,604,3713530
3713700,B,2004,10,27,10,40,53,05383,3713700
3713700,A,2004,10,23,17,56,47,03411,3713700
3713700,A,2004,10,23,18,33,47,04170,3713700
3713730,C,2004,10,23,17,56,59,4888,3713730
3713730,C,2004,10,23,18,34,56,11844,3713730
3713730,B,2004,10,25,6,5,52,3850,3713730
3713730,B,2004,10,27,10,40,54,5277,3713730
3713730,A,2004,10,23,18,12,49,9159,3713730
3713730,A,2004,10,23,19,45,47,1824,3713730
3713730,A,2007,7,16,10,13,45,2785,3713730
3713732,B,2004,10,23,18,34,50,3556,3713732
3713732,B,2004,10,27,10,40,52,6328,3713732
3713732,A,2004,10,23,17,56,46,2659,3713732
3713733,C,2004,10,23,17,56,55,9471,3713733
3713733,C,2004,10,23,18,33,56,7772,3713733
3713733,C,2004,10,27,10,40,56,5444,3713733
3713733,A,2004,10,23,18,12,45,2110,3713733
3713733,A,2004,10,25,6,5,48,2814,3713733
3713734,C,2004,10,23,17,56,57,8457,3713734
3713734,C,2004,10,27,10,40,55,6928,3713734
3713734,B,2004,10,23,18,34,54,4446,3713734
3713734,B,2004,10,25,6,5,52,3542,3713734
3713734,B,2004,11,8,11,16,52,3394,3713734
3713734,A,2004,12,28,18,30,46,2282,3713734
3713735,C,2004,10,23,17,56,55,12463,3713735
3713735,C,2004,10,23,18,34,55,10404,3713735
3713735,C,2004,10,27,10,40,55,12770,3713735
3713735,B,2004,10,25,6,5,50,5859,3713735
3713735,A,2004,11,8,11,16,45,5564,3713735
3713800,C,2004,10,23,18,34,57,02455,3713800
3713800,B,2004,10,23,17,56,52,01998,3713800
3713800,B,2004,10,27,10,40,53,01792,3713800
3713800,B,2007,7,16,10,13,50,01332,3713800
3713800,A,2011,3,11,14,49,46,00739,3713800
3713800,A,2011,3,12,03,59,46,00911,3713800
3713820,A,2011,3,12,3,59,46,1357,3713820
3713830,C,2004,10,23,18,34,56,08473,3713830
3713830,B,2004,10,23,17,56,52,04675,3713830
3713830,A,2004,10,23,18,3,45,02623,3713830
3713830,A,2004,10,27,10,40,49,03719,3713830
3720321,A,2019,6,18,22,22,48,2505,3720321
3720336,A,2019,6,18,22,22,47,938,3720333
3720337,D,2019,6,18,22,22,61,11913,3720335
3720430,A,2004,10,23,17,56,47,1486,3720430
3720430,A,2004,10,27,10,40,46,2197,3720430
3720431,B,2007,7,16,10,13,53,2188,3720431
3720431,A,2004,10,23,17,56,47,1697,3720431
3720431,A,2007,7,16,15,37,46,1409,3720431
3720432,A,2004,10,23,17,56,45,1380,3720432
3720432,A,2007,7,16,10,13,47,1273,3720432
3720530,A,2007,7,16,10,13,45,1021,3720530
3722330,A,2004,10,23,17,56,48,2126,3722330
3722330,A,2007,7,16,10,13,48,1594,3722330
3722330,A,2007,7,16,15,37,46,1816,3722330
3724330,A,2011,4,11,17,16,45,978,3724330
3724420,A,2019,6,18,22,22,45,2012,3724420
3724800,5,1964,6,16,13,01,//,/////,3724800
3725161,A,2004,10,23,17,56,46,1215,3725161
3725300,A,2004,10,23,17,56,45,00997,3725300
3725300,A,2007,7,16,10,13,47,01607,3725300
3725300,A,2007,7,16,15,37,48,01832,3725300
3725320,A,2007,7,16,10,13,47,1507,3725320
3725320,A,2007,7,16,15,37,48,2350,3725320
3725363,A,2004,10,23,17,56,47,778,3725363
3751002,B,2012,2,8,21,1,50,4290,3751000
3751000,5,1964,6,16,13,01,//,/////,3751000
3751033,B,2012,2,8,21,1,50,04552,3751033
3751035,A,2012,2,8,21,1,47,3730,3751035
3751037,A,2012,2,8,21,1,48,1878,3751037
3751038,A,2012,2,8,21,1,48,02012,3751038
3751041,A,2012,2,8,21,1,45,1091,3751039
3800030,A,2007,3,25,9,42,48,2138,3800030
3800033,A,2007,3,25,9,42,46,1560,3800033
3800230,A,2007,3,25,9,42,46,1618,3800230
3800630,A,2007,3,25,9,42,47,1281,3800630
3810000,5,1930,10,17,06,36,//,/////,3810000
3810230,A,2007,3,25,9,42,49,1810,3810230
3810420,A,2007,3,25,9,42,46,2270,3810420
3812430,A,2007,3,25,9,42,46,1353,3812430
3812431,A,2007,3,25,9,42,45,1572,3812431
3812433,A,2007,3,25,9,42,46,1553,3812433
3900000,B,2007,3,25,09,42,53,02584,3900000
3900020,B,2007,3,25,9,42,52,2208,3900020
3900030,D,2007,3,25,9,41,62,07459,3900030
3900100,D,2007,3,25,09,42,61,04737,3900100
3900102,B,2020,3,13,2,18,51,2465,3900100
3900100,A,2007,3,25,18,11,49,03627,3900100
3900100,A,2007,3,28,08,08,47,02131,3900100
3900100,A,2007,7,16,10,13,46,01058,3900100
3900100,5,1993,2,07,22,27,//,/////,3900100
3900120,C,2007,3,25,9,42,55,5476,3900120
3900130,D,2007,3,25,9,42,64,13038,3900130
3900131,B,2020,3,13,2,18,51,2196,3900130
3900110,A,2008,1,26,4,33,45,1773,3900130
3900220,B,2007,3,25,9,42,51,1825,3900220
3900220,A,2007,7,16,10,13,45,1051,3900220
3900221,A,2007,3,25,9,42,48,1807,3900221
3900300,A,2007,3,25,09,42,45,02304,3900300
3900320,A,2007,3,25,9,42,49,4062,3900320
3900600,C,2007,3,25,9,41,56,5436,3900600
3900620,C,2007,3,25,9,42,59,9449,3900620
3900620,A,2007,3,26,14,46,47,4094,3900620
3900630,C,2007,3,25,9,42,55,02743,3900630
3901420,D,2007,3,25,9,42,63,9013,3901420
3901420,A,2007,3,25,18,11,48,1883,3901420
3901421,A,2020,3,13,2,18,48,5095,3901420
3901933,A,2007,3,25,9,42,45,1863,3901930
3902030,C,2007,3,25,9,41,55,03308,3902030
3902031,A,2007,3,25,9,42,48,02205,3902031
3902032,C,2007,3,25,9,42,57,03517,3902032
3902100,C,2007,3,25,09,42,56,02784,3902100
3902100,A,2007,7,16,10,13,46,00822,3902100
3902130,A,2007,3,25,9,42,48,02684,3902130
3910100,A,2000,6,07,06,16,47,02034,3910100
3912220,A,2007,3,25,9,42,45,1848,3912220
4000000,6,1948,6,28,16,13,//,/////,4000000
4000000,5,1927,3,07,18,27,//,/////,4000000
4000000,5,1944,12,07,13,36,//,/////,4000000
4000000,5,1946,12,21,04,20,//,/////,4000000
4003033,A,2020,9,4,9,10,47,1580,4003031
4010000,5,1927,3,07,18,27,//,/////,4010000
4010000,5,1944,12,07,13,36,//,/////,4010000
4010000,5,1963,3,27,06,34,//,/////,4010000
4110000,A,2011,3,11,14,49,47,01193,4110000
4110000,6,1923,9,01,11,58,//,/////,4110000
4110000,6,1924,1,15,//,//,//,/////,4110000
4110000,5,1923,9, 1,12,03,//,/////,4110000
4110000,5,1923,9,01,12,12,//,/////,4110000
4110000,5,1923,9,01,12,17,//,/////,4110000
4110000,5,1923,9,01,12,24,//,/////,4110000
4110000,5,1923,9,01,12,48,//,/////,4110000
4110000,5,1923,9,01,14,22,//,/////,4110000
4110000,5,1923,9,01,17,01,//,/////,4110000
4110000,5,1923,9,02,03,04,//,/////,4110000
4110000,5,1923,9,02,04,13,//,/////,4110000
4110000,5,1923,9, 2,11,46,//,/////,4110000
4110000,5,1923,9,02,18,27,//,/////,4110000
4110000,5,1923,9,02,22,09,//,/////,4110000
4110000,5,1944,12,07,13,36,//,/////,4110000
4110020,A,2011,3,11,14,49,45,772,4110020
4112532,A,2011,3,15,22,31,45,1535,4112532
4113733,A,2011,3,11,14,49,49,1269,4113733
4113734,A,2011,3,15,22,31,46,933,4113734
4114931,A,2011,3,11,14,48,47,890,4114931
4114932,A,2011,3,11,14,49,46,00788,4114932
4114933,A,2011,3,11,14,49,48,1112,4114933
4115033,A,2011,3,11,14,49,45,1307,4115033
4115120,A,2011,3,11,14,49,47,1244,4115120
4115120,A,2011,3,15,22,31,45,1480,4115120
4115200,A,2011,3,11,14,49,46,00827,4115200
4115220,A,2011,3,11,14,49,46,901,4115220
4115230,A,2011,3,11,14,48,45,842,4115230
4115231,A,2011,3,11,14,49,45,711,4115231
4115330,A,2011,3,11,14,49,47,1011,4115330
4115331,B,2011,3,11,14,49,51,1379,4115331
4115332,A,2011,3,11,14,49,46,820,4115332
4115431,A,2011,3,11,14,49,45,00845,4115431
4120020,A,2011,3,15,22,31,47,1859,4120020
4120030,A,2011,3,15,22,31,47,1236,4120030
4120331,A,2001,12,8,4,7,45,02995,4120331
4120630,B,2011,3,11,14,49,53,1790,4120630
4120630,B,2011,3,15,22,31,50,1571,4120630
4120631,A,2012,1,28,7,43,46,1255,4120630
4120730,B,2011,3,15,22,31,52,2207,4120730
4120730,A,2011,3,11,14,49,49,1320,4120730
4120830,A,2011,3,15,22,31,49,4014,4120830
4120930,A,2011,3,11,14,49,46,00769,4120930
4120930,A,2011,3,15,22,31,46,01290,4120930
4120931,B,2011,3,15,22,31,53,03175,4120931
4120931,A,2011,3,11,14,49,45,01428,4120931
4120933,A,2012,1,28,7,43,46,2100,4120931
4120932,A,2011,3,11,14,48,48,1089,4120960
4120932,A,2011,3,15,22,31,48,2949,4120960
4120900,A,2011,3,11,14,49,46,853,4120970
4120900,A,2011,3,15,22,31,49,3228,4120970
4120970,5,1996,3,06,23,35,//,/////,4120970
4200000,B,2014,11,22,22,08,53,03028,4200000
4200000,6,1941,7,15,23,45,//,/////,4200000
4200000,5,1923,9,01,11,58,//,/////,4200000
4200000,5,1966,4,05,17,51,//,/////,4200000
4200001,5,1966,1,23,20,15,//,/////,4200001
4200001,5,1966,2,07,04,05,//,/////,4200001
4200001,5,1966,4,11,06,06,//,/////,4200001
4200001,5,1966,4,17,10,21,//,/////,4200001
4200001,5,1966,4,17,15,46,//,/////,4200001
4200001,5,1966,4,17,20,28,//,/////,4200001
4200001,5,1966,5,28,14,21,//,/////,4200001
4200001,5,1966,8,03,03,48,//,/////,4200001
4200001,5,1967,10,14,04,48,//,/////,4200001
4200030,C,2014,11,22,22,8,57,4916,4200030
4200030,A,2007,7,16,10,13,45,1287,4200030
4200031,C,2014,11,22,22,8,56,4231,4200031
4200032,A,2014,11,22,22,8,48,2505,4200032
4200032,A,2018,5,12,10,29,45,2269,4200032
4200036,B,2014,11,22,22,8,53,3048,4200033
4200036,A,2018,5,12,10,29,45,1291,4200033
4200034,B,2014,11,22,22,8,50,2034,4200034
4200035,A,2014,11,22,22,8,45,1038,4200035
4200231,B,2007,7,16,10,13,51,3181,4200231
4200231,A,2012,7,10,12,49,46,1844,4200231
4200231,A,2014,11,22,22,8,45,1632,4200231
4200330,A,2014,11,22,22,8,48,1586,4200330
4200340,A,2018,5,12,10,29,46,2185,4200340
4200420,B,2007,7,16,10,13,50,1750,4200420
4201020,B,2014,11,22,22,8,53,5889,4201020
4201130,C,2014,11,22,22,8,56,4984,4201130
4201130,A,2014,11,22,22,37,46,2843,4201130
