code_prime,lon,lat,address,codes_ordered,gaps,distances,grand_date_b,grand_date_e,date_b_s,date_e_s,lats,lons,date_b_s_old,date_e_s_old
4320235,13702,3537,関市上之保,"[4320235, 4320238]",[0],[0.0],2000-01-12,2023-12-31,"['2000-01-12', '2018-08-31']","['2018-08-31', '2023-12-31']","[3537, 3537]","[13702, 13702]",,
4320330,13654,3533,美濃市役所,[4320330],[],[],2001-05-10,2023-12-31,['2001-05-10'],['2023-12-31'],[3533],[13654],,
4320430,13642,3519,羽島市竹鼻町,"[4320430, 4320431]",[0],[0.0],2000-01-12,2023-12-31,"['2000-01-12', '2011-05-12']","['2011-05-12', '2023-12-31']","[3519, 3519]","[13642, 13642]",,
4320530,13651,3524,各務原市那加桜町,[4320530],[],[],2000-01-12,2019-11-14,['2000-01-12'],['2019-11-14'],[3524],[13651],,
4320531,13650,3522,各務原市川島河田町,"[4320531, 4320532]",[0],[0.0],2000-01-12,2023-12-31,"['2000-01-12', '2016-03-22']","['2016-03-22', '2023-12-31']","[3522, 3522]","[13650, 13650]",,
4320730,13647,3523,岐南町八剣,"[4320730, 4320731, 4320732]","[0, 0]","[0.0, 0.0, 0.0]",2000-01-12,2023-12-31,"['2000-01-12', '2012-10-15', '2016-03-14']","['2012-10-15', '2016-03-14', '2023-12-31']","[3523, 3523, 3523]","[13647, 13647, 13647]",,
4320830,13646,3522,笠松町司町,"[4320830, 4320831]",[0],[0.0],2000-01-12,2023-12-31,"['2000-01-12', '2011-05-12']","['2011-05-12', '2023-12-31']","[3522, 3522]","[13646, 13646]",,
4321330,13634,3519,養老町高田,[4321330],[],[],2000-01-12,2023-12-31,['2000-01-12'],['2023-12-31'],[3519],[13634],,
4321530,13632,3522,垂井町役場,"[4321530, 4321531]",[0],[0.0],2000-01-12,2023-12-31,"['2000-01-12', '2019-11-14']","['2019-11-14', '2023-12-31']","[3522, 3522]","[13632, 13632]","['2000-01-12', '2019-09-10']",
4321630,13628,3522,関ケ原町関ケ原,"[4321630, 4321631]",[0],[0.0],2000-01-12,2023-12-31,"['2000-01-12', '2007-09-11']","['2007-09-11', '2023-12-31']","[3522, 3522]","[13628, 13628]",,
4321730,13637,3525,神戸町神戸,"[4321730, 4321731]",[0],[0.0],2000-01-12,2023-12-31,"['2000-01-12', '2011-05-12']","['2011-05-12', '2023-12-31']","[3525, 3525]","[13637, 13637]",,
4321830,13638,3517,輪之内町四郷,[4321830],[],[],2000-01-12,2023-12-31,['2000-01-12'],['2023-12-31'],[3517],[13638],,
4321930,13640,3520,安八町氷取,[4321930],[],[],2000-01-12,2023-12-31,['2000-01-12'],['2023-12-31'],[3520],[13640],,
4322100,13634,3529,揖斐川町三輪揖斐川町南方揖斐川町三輪,"[4322100, 4322101, 4322102]","[0, 0]","[0.0, 0.0, 0.0]",1996-04-01,2023-12-31,"['1996-04-01', '2009-04-01', '2012-03-27']","['2009-04-01', '2012-03-27', '2023-12-31']","[3529, 3529, 3529]","[13634, 13634, 13634]",,
4322120,13629,3538,揖斐川町東杉原,[4322120],[],[],2004-11-01,2023-12-31,['2004-11-01'],['2023-12-31'],[3538],[13629],,
4322121,13634,3529,揖斐川町中籠橋,[4322121],[],[],2011-05-12,2023-12-31,['2011-05-12'],['2023-12-31'],[3529],[13634],,
4322130,13637,3532,揖斐川町谷汲,[4322130],[],[],2000-01-12,2023-12-31,['2000-01-12'],['2023-12-31'],[3532],[13637],,
4322131,13629,3528,揖斐川町春日,"[4322131, 4322135]",[0],[0.0],2000-01-12,2023-12-31,"['2000-01-12', '2011-05-12']","['2011-05-12', '2023-12-31']","[3528, 3528]","[13629, 13629]",,
4322132,13630,3533,揖斐川町東津汲,"[4322132, 4322136]",[0],[0.0],2000-01-12,2023-12-31,"['2000-01-12', '2018-02-13']","['2018-02-13', '2023-12-31']","[3533, 3533]","[13630, 13630]",,
4322133,13627,3535,揖斐川町西横山,[4322133],[],[],2000-01-12,2023-12-31,['2000-01-12'],['2023-12-31'],[3535],[13627],,
4322134,13625,3536,揖斐川町坂内,[4322134],[],[],2000-01-12,2023-12-31,['2000-01-12'],['2023-12-31'],[3536],[13625],,
4322330,13638,3528,大野町大野,[4322330],[],[],2000-01-12,2023-12-31,['2000-01-12'],['2023-12-31'],[3528],[13638],,
4322430,13634,3527,岐阜池田町六之井,[4322430],[],[],2000-01-12,2023-12-31,['2000-01-12'],['2023-12-31'],[3527],[13634],,
4322930,13641,3526,北方町北方,"[4322930, 4322931, 4322932]","[0, 0]","[0.0, 0.0, 0.0]",2000-01-12,2023-12-31,"['2000-01-12', '2011-05-12', '2016-03-17']","['2011-05-12', '2016-03-17', '2023-12-31']","[3526, 3526, 3526]","[13641, 13641, 13641]",,
4323130,13641,3524,瑞穂市別府,[4323130],[],[],2000-01-12,2023-12-31,['2000-01-12'],['2023-12-31'],[3524],[13641],,
4323131,13639,3524,瑞穂市宮田,"[4323131, 4323132]",[0],[0.0],2000-01-12,2023-12-31,"['2000-01-12', '2011-05-12']","['2011-05-12', '2023-12-31']","[3524, 3524]","[13639, 13639]",,
4323600,13643,3542,岐阜山県市神崎,[4323600],[],[],1994-07-15,2012-08-21,['1994-07-15'],['2012-08-21'],[3542],[13643],,
4323601,13644,3536,岐阜山県市谷合運動場,[4323601],[],[],2012-08-23,2023-12-31,['2012-08-23'],['2023-12-31'],[3536],[13644],,
4323620,13645,3535,岐阜山県市美山支所,[4323620],[],[],2004-08-09,2023-12-31,['2004-08-09'],['2023-12-31'],[3535],[13645],,
4323630,13647,3530,岐阜山県市高木岐阜山県市高富,"[4323630, 4323632]",[0],[0.0],2000-01-12,2023-12-31,"['2000-01-12', '2011-05-12']","['2011-05-12', '2023-12-31']","[3530, 3530]","[13647, 13647]",,
4323631,13644,3532,岐阜山県市大門,[4323631],[],[],2000-01-12,2023-12-31,['2000-01-12'],['2023-12-31'],[3532],[13644],,
4325130,13641,3529,本巣市文殊,[4325130],[],[],2000-01-12,2023-12-31,['2000-01-12'],['2023-12-31'],[3529],[13641],,
4325131,13639,3526,本巣市下真桑,"[4325131, 4325134]",[0],[0.0],2000-01-12,2023-12-31,"['2000-01-12', '2011-05-12']","['2011-05-12', '2023-12-31']","[3526, 3526]","[13639, 13639]",,
4325132,13640,3527,本巣市三橋,[4325132],[],[],2000-01-12,2023-12-31,['2000-01-12'],['2023-12-31'],[3527],[13640],,
4325133,13637,3538,本巣市根尾,[4325133],[],[],2000-01-12,2023-12-31,['2000-01-12'],['2023-12-31'],[3538],[13637],,
4325200,13658,3545,郡上市八幡町島谷,[4325200],[],[],1996-04-01,2023-12-31,['1996-04-01'],['2023-12-31'],[3545],[13658],,
4325220,13659,3546,郡上市八幡町旭,[4325220],[],[],2004-11-01,2023-12-31,['2004-11-01'],['2023-12-31'],[3546],[13659],,
4325222,13650,3555,郡上市白鳥町長滝,[4325222],[],[],2004-11-01,2023-12-31,['2004-11-01'],['2023-12-31'],[3555],[13650],,
4325230,13654,3548,郡上市大和町,"[4325230, 4325237]",[0],[0.0],2000-01-12,2023-12-31,"['2000-01-12', '2011-05-12']","['2011-05-12', '2023-12-31']","[3548, 3548]","[13654, 13654]",,
4325231,13652,3553,郡上市白鳥町白鳥,"[4325231, 4325238]",[0],[0.0],2001-05-10,2023-12-31,"['2001-05-10', '2011-05-12']","['2011-05-12', '2023-12-31']","[3553, 3553]","[13652, 13652]",,
4325232,13653,3557,郡上市高鷲町,"[4325232, 4325239]",[0],[0.0],2000-01-12,2023-12-31,"['2000-01-12', '2011-05-12']","['2011-05-12', '2023-12-31']","[3557, 3557]","[13653, 13653]",,
4325233,13657,3540,郡上市美並町,"[4325233, 4325240]",[0],[0.0],2000-01-12,2023-12-31,"['2000-01-12', '2011-05-12']","['2011-05-12', '2023-12-31']","[3540, 3540]","[13657, 13657]",,
4325234,13702,3551,郡上市明宝,"[4325234, 4325236]",[0],[0.0],2000-01-12,2023-12-31,"['2000-01-12', '2005-07-07']","['2005-07-07', '2023-12-31']","[3551, 3551]","[13702, 13702]",,
4325235,13705,3545,郡上市和良町,[4325235],[],[],2000-01-12,2023-12-31,['2000-01-12'],['2023-12-31'],[3545],[13705],,
4325270,13652,3552,白鳥通報所,[4325270],[],[],1955-12-01,1977-04-18,['1955-12-01'],['1977-04-18'],[3552],[13652],,
4325330,13638,3513,海津市海津町,[4325330],[],[],2000-01-12,2023-12-31,['2000-01-12'],['2023-12-31'],[3513],[13638],,
4325331,13638,3515,海津市平田町,"[4325331, 4325333, 4325335]","[0, 0]","[0.0, 0.0, 0.0]",2000-01-12,2023-12-31,"['2000-01-12', '2011-05-12', '2014-12-24']","['2011-05-12', '2014-12-24', '2023-12-31']","[3515, 3515, 3515]","[13638, 13638, 13638]",,
4325332,13636,3513,海津市南濃町,"[4325332, 4325334]",[0],[0.0],2000-01-12,2023-12-31,"['2000-01-12', '2014-12-24']","['2014-12-24', '2023-12-31']","[3513, 3513]","[13636, 13636]",,
4400000,13906,3503,熱海市網代,"[4400000, 4400010, 4400001]","[11, 0]","[0.0, 0.0, 0.0]",1931-03-01,2023-12-31,"['1931-03-01', '2009-09-01', '2010-03-30']","['2009-08-21', '2010-03-30', '2023-12-31']","[3503, 3503, 3503]","[13906, 13906, 13906]",,
4400020,13905,3509,熱海市泉,[4400020],[],[],2004-11-01,2023-12-31,['2004-11-01'],['2023-12-31'],[3509],[13905],,
4400030,13904,3506,熱海市水口町,[4400030],[],[],1998-06-15,2011-08-02,['1998-06-15'],['2011-08-02'],[3506],[13904],,
4400031,13904,3506,熱海市中央町,"[4400031, 4400032]",[0],[0.0],1998-06-15,2023-12-31,"['1998-06-15', '2014-05-16']","['2014-05-16', '2023-12-31']","[3506, 3506]","[13904, 13904]",,
4400100,13906,3458,伊東市大原,[4400100],[],[],1995-09-30,2023-12-31,['1995-09-30'],['2023-12-31'],[3458],[13906],,
4400110,13906,3458,伊東市役所,[4400110],[],[],1993-05-27,1993-07-06,['1993-05-27'],['1993-07-06'],[3458],[13906],,
4400111,13908,3457,伊東市川奈,[4400111],[],[],1997-03-05,1997-03-12,['1997-03-05'],['1997-03-12'],[3457],[13908],,
4400130,13906,3453,伊東市八幡野,[4400130],[],[],2022-01-19,2023-12-31,['2022-01-19'],['2023-12-31'],[3453],[13906],,
4400170,13907,3458,伊東測候所,[4400170],[],[],1926-01-01,1949-10-31,['1926-01-01'],['1949-10-31'],[3458],[13907],,
4400200,13853,3443,下田市加増野,[4400200],[],[],1994-07-15,2023-12-31,['1994-07-15'],['2023-12-31'],[3443],[13853],,
4400230,13857,3441,下田市中,[4400230],[],[],1998-06-15,2023-12-31,['1998-06-15'],['2023-12-31'],[3441],[13857],,
4400231,13857,3441,下田市東本郷,[4400231],[],[],1998-06-15,2010-10-05,['1998-06-15'],['2010-10-05'],[3441],[13857],,
4400232,13856,3441,下田市敷根,[4400232],[],[],2019-03-14,2023-12-31,['2019-03-14'],['2023-12-31'],[3441],[13856],,
4400320,13903,3449,東伊豆町奈良本,[4400320],[],[],2004-11-01,2023-12-31,['2004-11-01'],['2023-12-31'],[3449],[13903],,
4400330,13902,3446,東伊豆町稲取,[4400330],[],[],1998-06-15,2023-12-31,['1998-06-15'],['2023-12-31'],[3446],[13902],,
4400430,13859,3445,河津町田中,[4400430],[],[],1998-06-15,2023-12-31,['1998-06-15'],['2023-12-31'],[3445],[13859],,
4400500,13851,3436,南伊豆町石廊崎,"[4400500, 4400501, 4400502]","[0, 0]","[0.0, 0.0, 0.0]",1939-06-01,2023-12-31,"['1939-06-01', '2013-12-19', '2014-02-26']","['2013-12-19', '2014-02-26', '2023-12-31']","[3436, 3436, 3436]","[13851, 13851, 13851]",,
4400520,13849,3439,南伊豆町入間,[4400520],[],[],2004-11-01,2023-12-31,['2004-11-01'],['2023-12-31'],[3439],[13849],,
4400530,13852,3439,南伊豆町下賀茂,"[4400530, 4400531]",[0],[1.53],1998-06-15,2023-12-31,"['1998-06-15', '2012-07-03']","['2012-07-03', '2023-12-31']","[3439, 3439]","[13852, 13851]",,
4400620,13847,3445,松崎町江奈,[4400620],[],[],2004-11-01,2023-12-31,['2004-11-01'],['2023-12-31'],[3445],[13847],,
4400630,13847,3445,松崎町宮内,"[4400630, 4400631]",[3446],[0.0],1998-06-15,2023-12-31,"['1998-06-15', '2020-03-12']","['2010-10-05', '2023-12-31']","[3445, 3445]","[13847, 13847]",,
4400720,13848,3447,西伊豆町一色,[4400720],[],[],2013-01-07,2023-12-31,['2013-01-07'],['2023-12-31'],[3447],[13848],,
4400730,13847,3446,西伊豆町仁科,[4400730],[],[],1998-06-15,2023-12-31,['1998-06-15'],['2023-12-31'],[3446],[13847],,
4400731,13847,3451,西伊豆町宇久須,"[4400731, 4400732]",[0],[0.0],1998-06-15,2023-12-31,"['1998-06-15', '2010-01-05']","['2010-01-05', '2023-12-31']","[3451, 3451]","[13847, 13847]",,
4401330,13857,3505,函南町仁田函南町平井,"[4401330, 4401331]",[0],[0.0],1998-06-15,2023-12-31,"['1998-06-15', '2005-09-02']","['2005-09-02', '2023-12-31']","[3505, 3505]","[13857, 13857]",,
4401800,13901,3458,伊豆市中伊豆グラウンド,[4401800],[],[],2012-10-02,2023-12-31,['2012-10-02'],['2023-12-31'],[3458],[13901],,
4401830,13848,3455,伊豆市土肥,[4401830],[],[],1998-06-15,2023-12-31,['1998-06-15'],['2023-12-31'],[3455],[13848],,
4401831,13856,3454,伊豆市市山伊豆市湯ヶ島,"[4401831, 4401833, 4401834]","[0, 0]","[0.0, 0.0, 0.0]",1998-06-15,2023-12-31,"['1998-06-15', '2011-01-06', '2018-03-25']","['2011-01-06', '2018-03-25', '2023-12-31']","[3454, 3454, 3454]","[13856, 13856, 13856]",,
4401840,13857,3459,伊豆市小立野,"[4401840, 4401820, 4401841]","[0, 0]","[0.0, 0.0, 0.0]",2002-03-20,2023-12-31,"['2002-03-20', '2011-08-02', '2012-03-27']","['2011-08-02', '2012-03-27', '2023-12-31']","[3459, 3459, 3459]","[13857, 13857, 13857]",,
4401860,13900,3457,中伊豆町八幡伊豆市八幡,"[4401860, 4401832]",[0],[0.0],1998-06-15,2023-12-31,"['1998-06-15', '2003-09-02']","['2003-09-02', '2023-12-31']","[3457, 3457]","[13900, 13900]",,
4401930,13856,3502,伊豆の国市長岡,"[4401930, 4401933]",[0],[0.0],1998-06-15,2023-12-31,"['1998-06-15', '2007-11-27']","['2007-11-27', '2023-12-31']","[3502, 3502]","[13856, 13856]",,
4401931,13857,3504,伊豆の国市四日町,[4401931],[],[],1998-06-15,2020-03-17,['1998-06-15'],['2020-03-17'],[3504],[13857],,
4401932,13857,3501,伊豆の国市田京,[4401932],[],[],1998-06-15,2023-12-31,['1998-06-15'],['2023-12-31'],[3501],[13857],,
4410021,13851,3507,沼津市西間門,[4410021],[],[],2021-07-01,2023-12-31,['2021-07-01'],['2023-12-31'],[3507],[13851],,
4410030,13851,3506,沼津市高島本町,"[4410030, 4410033]",[0],[0.0],1998-06-15,2023-12-31,"['1998-06-15', '2010-01-05']","['2010-01-05', '2023-12-31']","[3506, 3506]","[13851, 13851]",,
4410031,13852,3506,沼津市御幸町,[4410031],[],[],1998-06-15,2023-12-31,['1998-06-15'],['2023-12-31'],[3506],[13852],,
4410032,13847,3458,沼津市戸田,"[4410032, 4410034]",[0],[0.0],1998-06-15,2023-12-31,"['1998-06-15', '2015-04-03']","['2015-04-03', '2023-12-31']","[3458, 3458]","[13847, 13847]",,
4410035,13848,3508,沼津市原,[4410035],[],[],2021-03-17,2023-12-31,['2021-03-17'],['2023-12-31'],[3508],[13848],,
4410070,13851,3506,沼津測候所,[4410070],[],[],1919-01-01,1939-10-31,['1919-01-01'],['1939-10-31'],[3506],[13851],,
4410100,13856,3507,三島市東本町,"[4410100, 4410101]",[0],[0.0],1930-06-01,2023-12-31,"['1930-06-01', '2004-03-01']","['2004-03-01', '2023-12-31']","[3507, 3507]","[13856, 13856]",,
4410130,13855,3507,三島市大社町,[4410130],[],[],1998-06-15,2023-12-31,['1998-06-15'],['2023-12-31'],[3507],[13855],,
4410200,13837,3513,富士宮市弓沢町,"[4410200, 4410210, 4410201]","[24, 0]","[0.0, 0.0, 0.0]",1996-04-01,2023-12-31,"['1996-04-01', '2009-09-14', '2010-01-05']","['2009-08-21', '2010-01-05', '2023-12-31']","[3513, 3513, 3513]","[13837, 13837, 13837]",,
4410221,13836,3513,富士宮市野中,[4410221],[],[],2007-06-08,2023-12-31,['2007-06-08'],['2023-12-31'],[3513],[13836],,
4410230,13834,3522,富士宮市猪之頭,[4410230],[],[],1998-06-15,2023-12-31,['1998-06-15'],['2023-12-31'],[3522],[13834],,
4410231,13834,3512,富士宮市長貫,[4410231],[],[],1998-06-15,2023-12-31,['1998-06-15'],['2023-12-31'],[3512],[13834],,
4410270,13838,3513,大宮測候所,[4410270],[],[],1930-01-01,1938-12-31,['1930-01-01'],['1938-12-31'],[3513],[13838],,
4410300,13841,3512,富士市富士総合運動公園,[4410300],[],[],2012-10-02,2023-12-31,['2012-10-02'],['2023-12-31'],[3512],[13841],,
4410331,13840,3509,富士市本市場,[4410331],[],[],1998-06-15,2023-12-31,['1998-06-15'],['2023-12-31'],[3509],[13840],,
4410332,13841,3510,富士市永田町,[4410332],[],[],1998-06-15,2023-12-31,['1998-06-15'],['2023-12-31'],[3510],[13841],,
4410333,13837,3509,富士市岩渕,"[4410333, 4410334]",[222],[0.0],1998-06-15,2023-12-31,"['1998-06-15', '2010-03-31']","['2009-08-21', '2023-12-31']","[3509, 3509]","[13837, 13837]",,
4410335,13843,3510,富士市吉永,[4410335],[],[],2011-10-11,2023-12-31,['2011-10-11'],['2023-12-31'],[3510],[13843],,
4410336,13841,3513,富士市大淵,[4410336],[],[],2011-10-11,2023-12-31,['2011-10-11'],['2023-12-31'],[3513],[13841],,
4410400,13856,3519,御殿場市萩原,[4410400],[],[],1996-04-01,2023-12-31,['1996-04-01'],['2023-12-31'],[3519],[13856],,
4410420,13856,3519,御殿場市役所御殿場市茱萸沢,"[4410420, 4410421]",[0],[3.03],2004-11-01,2023-12-31,"['2004-11-01', '2014-07-18']","['2014-07-18', '2023-12-31']","[3519, 3519]","[13856, 13854]",,
4410430,13855,3517,御殿場市竈,[4410430],[],[],2022-01-13,2023-12-31,['2022-01-13'],['2023-12-31'],[3517],[13855],,
4410520,13855,3512,裾野市石脇,[4410520],[],[],2004-11-01,2023-12-31,['2004-11-01'],['2023-12-31'],[3512],[13855],,
4410530,13854,3510,裾野市佐野,[4410530],[],[],1998-06-15,2023-12-31,['1998-06-15'],['2023-12-31'],[3510],[13854],,
4410630,13854,3506,静岡清水町堂庭,"[4410630, 4410631]",[0],[0.0],1998-06-15,2023-12-31,"['1998-06-15', '2022-03-29']","['2022-03-29', '2023-12-31']","[3506, 3506]","[13854, 13854]",,
4410730,13854,3508,長泉町中土狩,[4410730],[],[],1998-06-15,2023-12-31,['1998-06-15'],['2023-12-31'],[3508],[13854],,
4410830,13859,3522,小山町藤曲,[4410830],[],[],1998-06-15,2023-12-31,['1998-06-15'],['2023-12-31'],[3522],[13859],,
4410831,13852,3522,小山町須走,[4410831],[],[],2021-03-17,2023-12-31,['2021-03-17'],['2023-12-31'],[3522],[13852],,
4420200,13811,3450,島田市中央町島田市旗指,"[4420200, 4420202]",[0],[2.4],1996-04-01,2022-02-09,"['1996-04-01', '2020-05-13']","['2020-05-13', '2022-02-09']","[3450, 3451]","[13811, 13810]",,
4420203,13811,3450,島田市元島田,[4420203],[],[],2022-02-09,2023-12-31,['2022-02-09'],['2023-12-31'],[3450],[13811],,
4420220,13809,3501,島田市川根町笹間上,[4420220],[],[],2014-07-29,2023-12-31,['2014-07-29'],['2023-12-31'],[3501],[13809],,
4420230,13808,3450,島田市金谷代官町,"[4420230, 4420231]",[0],[0.0],1998-06-15,2023-12-31,"['1998-06-15', '2022-02-01']","['2022-02-01', '2023-12-31']","[3450, 3450]","[13808, 13808]",,
4420270,13805,3457,川根町家山島田市川根町家山,"[4420270, 4420201]",[0],[1.85],1996-04-01,2023-12-31,"['1996-04-01', '2008-03-19']","['2008-03-19', '2023-12-31']","[3457, 3456]","[13805, 13805]",,
4420320,13819,3451,焼津市東小川,[4420320],[],[],2004-11-01,2010-10-05,['2004-11-01'],['2010-10-05'],[3451],[13819],,
4420330,13819,3452,焼津市本町焼津市石津,"[4420330, 4420332, 4420333]","[0, 0]","[0.0, 1.85, 1.85]",1998-06-15,2023-12-31,"['1998-06-15', '2014-07-23', '2021-02-10']","['2014-07-23', '2021-02-10', '2023-12-31']","[3452, 3452, 3451]","[13819, 13819, 13819]",,
4420331,13817,3448,焼津市宗高,[4420331],[],[],1998-06-15,2023-12-31,['1998-06-15'],['2023-12-31'],[3448],[13817],,
4420430,13814,3451,藤枝市瀬戸新屋,[4420430],[],[],1998-06-15,2023-12-31,['1998-06-15'],['2023-12-31'],[3451],[13814],,
4420431,13815,3452,藤枝市岡出山,[4420431],[],[],1998-06-15,2023-12-31,['1998-06-15'],['2023-12-31'],[3452],[13815],,
4420432,13817,3455,藤枝市岡部町岡部,[4420432],[],[],1998-06-15,2023-12-31,['1998-06-15'],['2023-12-31'],[3455],[13817],,
4421330,13815,3446,吉田町住吉,[4421330],[],[],1998-06-15,2023-12-31,['1998-06-15'],['2023-12-31'],[3446],[13815],,
4421800,13824,3459,静岡駿河区曲金,"[4421800, 4421801]",[0],[0.0],1940-01-01,2023-12-31,"['1940-01-01', '2010-03-31']","['2010-03-31', '2023-12-31']","[3459, 3459]","[13824, 13824]",,
4421830,13824,3458,静岡駿河区有明町,[4421830],[],[],1998-06-15,2010-07-01,['1998-06-15'],['2010-07-01'],[3458],[13824],,
4421831,13822,3456,静岡駿河区用宗,[4421831],[],[],2021-03-17,2023-12-31,['2021-03-17'],['2023-12-31'],[3456],[13822],,
4421900,13812,3504,静岡葵区峰山,[4421900],[],[],1996-04-01,2009-08-21,['1996-04-01'],['2009-08-21'],[3504],[13812],,
4421920,13822,3458,静岡葵区駒形通,[4421920],[],[],2004-11-01,2023-12-31,['2004-11-01'],['2023-12-31'],[3458],[13822],,
4421921,13820,3515,静岡葵区梅ヶ島,[4421921],[],[],2004-11-01,2023-12-31,['2004-11-01'],['2023-12-31'],[3515],[13820],,
4421930,13823,3459,静岡葵区追手町県庁,[4421930],[],[],1998-06-15,2023-12-31,['1998-06-15'],['2023-12-31'],[3459],[13823],,
4421931,13823,3459,静岡葵区追手町市役所,[4421931],[],[],1998-06-15,2023-12-31,['1998-06-15'],['2023-12-31'],[3459],[13823],,
4422000,13829,3501,静岡清水区千歳町,[4422000],[],[],1996-04-01,2023-12-31,['1996-04-01'],['2023-12-31'],[3501],[13829],,
4422020,13829,3502,静岡清水区庵原町,[4422020],[],[],2004-11-01,2010-10-05,['2004-11-01'],['2010-10-05'],[3502],[13829],,
4422021,13837,3508,静岡清水区蒲原新栄,[4422021],[],[],2004-11-01,2023-12-31,['2004-11-01'],['2023-12-31'],[3508],[13837],,
4422030,13829,3501,静岡清水区旭町,[4422030],[],[],1998-06-15,2011-08-02,['1998-06-15'],['2011-08-02'],[3501],[13829],,
4422031,13836,3507,静岡清水区蒲原新田,[4422031],[],[],1998-06-15,2010-07-01,['1998-06-15'],['2010-07-01'],[3507],[13836],,
4422032,13834,3506,静岡清水区由比北田,"[4422032, 4422033]",[0],[0.0],1998-06-15,2023-12-31,"['1998-06-15', '2011-05-12']","['2011-05-12', '2023-12-31']","[3506, 3506]","[13834, 13834]",,
4422034,13831,3504,静岡清水区谷津,[4422034],[],[],2021-03-17,2023-12-31,['2021-03-17'],['2023-12-31'],[3504],[13831],,
4422120,13808,3506,川根本町東藤川,[4422120],[],[],2004-11-01,2023-12-31,['2004-11-01'],['2023-12-31'],[3506],[13808],,
4422130,13805,3503,川根本町上長尾,[4422130],[],[],1998-06-15,2023-12-31,['1998-06-15'],['2023-12-31'],[3503],[13805],,
4422131,13808,3507,川根本町千頭,[4422131],[],[],1998-06-15,2010-07-01,['1998-06-15'],['2010-07-01'],[3507],[13808],,
4422200,13811,3441,牧之原市鬼女新田,[4422200],[],[],1994-07-15,2023-12-31,['1994-07-15'],['2023-12-31'],[3441],[13811],,
4422230,13812,3441,牧之原市相良,[4422230],[],[],1998-06-15,2011-08-02,['1998-06-15'],['2011-08-02'],[3441],[13812],,
4422240,13813,3444,牧之原市静波,"[4422240, 4422220]",[0],[0.0],2001-09-18,2023-12-31,"['2001-09-18', '2011-08-02']","['2011-08-02', '2023-12-31']","[3444, 3444]","[13813, 13813]",,
4430130,13751,3444,磐田市見付,[4430130],[],[],1998-06-15,2023-12-31,['1998-06-15'],['2023-12-31'],[3444],[13751],,
4430131,13751,3443,磐田市国府台,[4430131],[],[],1998-06-15,2023-12-31,['1998-06-15'],['2023-12-31'],[3443],[13751],,
4430133,13749,3441,磐田市岡,[4430133],[],[],1998-06-15,2023-12-31,['1998-06-15'],['2023-12-31'],[3441],[13749],,
4430134,13749,3444,磐田市森岡,[4430134],[],[],1998-06-15,2021-07-01,['1998-06-15'],['2021-07-01'],[3444],[13749],,
4430135,13751,3450,磐田市下野部,[4430135],[],[],1998-06-15,2023-12-31,['1998-06-15'],['2023-12-31'],[3450],[13751],,
4430160,13753,3441,福田町福田磐田市福田,"[4430160, 4430132]",[0],[0.0],1998-06-15,2023-12-31,"['1998-06-15', '2003-09-02']","['2003-09-02', '2023-12-31']","[3441, 3441]","[13753, 13753]",,
4430200,13759,3445,掛川市篠場,[4430200],[],[],2012-10-02,2023-12-31,['2012-10-02'],['2023-12-31'],[3445],[13759],,
4430230,13759,3441,掛川市西大渕,[4430230],[],[],1998-06-15,2023-12-31,['1998-06-15'],['2023-12-31'],[3441],[13759],,
4430231,13803,3440,掛川市三俣,[4430231],[],[],1998-06-15,2023-12-31,['1998-06-15'],['2023-12-31'],[3440],[13803],,
4430240,13800,3446,掛川市長谷,[4430240],[],[],2001-07-19,2023-12-31,['2001-07-19'],['2023-12-31'],[3446],[13800],,
4430300,13755,3445,袋井市新屋,[4430300],[],[],1996-04-01,2023-12-31,['1996-04-01'],['2023-12-31'],[3445],[13755],,
4430330,13756,3442,袋井市浅名,[4430330],[],[],1998-06-15,2023-12-31,['1998-06-15'],['2023-12-31'],[3442],[13756],,
4430630,13734,3441,湖西市新居町浜名,"[4430630, 4430631]",[0],[0.0],1998-06-15,2023-12-31,"['1998-06-15', '2013-08-07']","['2013-08-07', '2023-12-31']","[3441, 3441]","[13734, 13734]",,
4430640,13732,3443,湖西市吉美,[4430640],[],[],2001-09-18,2023-12-31,['2001-09-18'],['2023-12-31'],[3443],[13732],,
4431230,13756,3450,静岡森町森,"[4431230, 4431231]",[0],[0.0],1998-06-15,2023-12-31,"['1998-06-15', '2002-11-12']","['2002-11-12', '2023-12-31']","[3450, 3450]","[13756, 13756]",,
4432800,13813,3436,御前崎市御前崎,"[4432800, 4432801]",[0],[0.0],1932-04-01,2023-12-31,"['1932-04-01', '2018-10-24']","['2018-10-24', '2023-12-31']","[3436, 3436]","[13813, 13813]",,
4432831,13812,3437,御前崎市白羽,[4432831],[],[],1998-06-15,2011-08-02,['1998-06-15'],['2011-08-02'],[3437],[13812],,
4432870,13808,3438,浜岡町池新田御前崎市池新田,"[4432870, 4432830]",[0],[0.0],2000-11-30,2023-12-31,"['2000-11-30', '2004-04-01']","['2004-04-01', '2023-12-31']","[3438, 3438]","[13808, 13808]",,
4432930,13805,3442,静岡菊川市赤土,[4432930],[],[],1998-06-15,2023-12-31,['1998-06-15'],['2023-12-31'],[3442],[13805],,
4432931,13805,3445,静岡菊川市堀之内,[4432931],[],[],1998-06-15,2023-12-31,['1998-06-15'],['2023-12-31'],[3445],[13805],,
